year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,total_lateminutes,count_ontime
2018,6,UA,United Air Lines Inc.,BNA,"Nashville, TN: Nashville International",244,79,22.86,1.8,16.62,0,37.72,0,2,6578,1943,210,888,0,3537,13156,84
2018,6,UA,United Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",84,21,4.52,0.4,5.7,0,10.38,0,0,2448,617,270,295,0,1266,4896,42
2018,6,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",1286,349,73.81,12.3,123.07,0,139.81,5,1,25720,4974,869,7547,0,12330,51440,582.01
2018,6,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",30,18,6.76,1.35,1.59,0,8.29,0,0,1096,264,226,87,0,519,2192,-5.99
2018,6,UA,United Air Lines Inc.,BTV,"Burlington, VT: Burlington International",32,11,1.53,0.59,5.15,0,3.74,0,0,620,68,45,180,0,327,1240,9.99
2018,6,UA,United Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",59,22,7.13,1.01,4.6,0,9.27,0,0,1642,480,55,212,0,895,3284,14.99
2018,6,UA,United Air Lines Inc.,BUR,"Burbank, CA: Bob Hope",57,20,6.29,0.29,6.42,0,7,0,0,1050,343,7,199,0,501,2100,17
2018,6,UA,United Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",300,76,14.71,3.2,30.92,0,27.17,1,3,5504,1295,156,1300,0,2753,11008,144
2018,6,UA,United Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",186,45,7.89,2.42,17.04,0,17.65,1,0,2549,390,162,637,0,1360,5098,95
2018,6,UA,United Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",210,56,9.69,3.85,16.99,0,25.48,3,1,4402,604,301,758,0,2739,8804,93.99
2018,6,UA,United Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",58,14,2.28,0.72,4,0,7,0,3,2212,324,63,266,0,1559,4424,27
2018,6,UA,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",515,125,30.09,8.21,35.25,0,51.44,4,0,8956,1606,595,1871,0,4884,17912,261.01
2018,6,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",138,46,10.28,0.05,11,0,24.67,2,0,2926,583,10,426,0,1907,5852,44
2018,6,UA,United Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",60,22,7.74,0.16,4.72,0,9.38,1,1,1475,409,7,228,0,831,2950,14
2018,6,UA,United Air Lines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",25,4,2.6,0,1,0,0.4,0,0,174,110,0,35,0,29,348,17
2018,6,UA,United Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",51,12,2.27,0.29,3.34,0,6.11,1,1,559,207,10,81,0,261,1118,24.99
2018,6,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",401,125,23.85,8.07,47.34,0,45.73,3,4,9193,1349,615,2462,0,4767,18386,144.01
2018,6,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5650,963,208.94,46.02,342.08,0,365.95,18,52,67105,15768,3885,14082,0,33370,134210,3654.01
2018,6,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",706,194,45.41,10.46,62.12,0,76.01,4,3,14851,3601,1116,3046,0,7088,29702,311
2018,6,UA,United Air Lines Inc.,DLH,"Duluth, MN: Duluth International",25,8,1.6,0.96,1.12,0,4.31,0,0,708,75,51,120,0,462,1416,9.01
2018,6,UA,United Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",79,26,6.64,2.41,9.81,0,7.15,0,0,1682,282,170,484,0,746,3364,26.99
2018,6,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",98,27,8.28,0.04,9.52,0,9.16,0,0,1423,386,5,411,0,621,2846,44
2018,6,UA,United Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,6,UA,United Air Lines Inc.,ELP,"El Paso, TX: El Paso International",41,10,1.6,1.37,1.6,0,5.43,0,0,598,136,75,66,0,321,1196,21
2018,6,UA,United Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",97,31,8.08,1.23,11.08,0,10.61,0,0,1890,751,25,307,0,807,3780,35
2018,6,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4839,1431,224.44,46.77,833.09,0,326.7,19,19,102591,23109,3563,44730,0,31189,205182,1939
2018,6,UA,United Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",24,9,2.59,0,2.72,0,3.7,0,0,755,80,0,296,0,379,1510,5.99
2018,6,UA,United Air Lines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",30,12,3.14,0,3.19,0,5.67,0,0,603,142,0,86,0,375,1206,6
2018,6,UA,United Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",73,14,0.96,1.34,4.75,0,6.95,0,0,1161,95,40,233,0,793,2322,45
2018,6,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",556,142,29.57,5.84,48.34,0,58.25,1,2,9039,1681,613,2525,0,4220,18078,269
2018,6,UA,United Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018,6,UA,United Air Lines Inc.,GEG,"Spokane, WA: Spokane International",90,20,7.49,2.01,3.15,0,7.34,1,0,1617,525,221,158,0,713,3234,49.01
2018,6,UA,United Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",82,34,11.33,0.2,9.18,0,13.29,1,0,2087,453,18,382,0,1234,4174,13
2018,6,UA,United Air Lines Inc.,GUM,"Guam, TT: Guam International",60,9,4.86,0,1.39,0,2.75,0,0,363,212,0,46,0,105,726,42
2018,6,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",488,78,32.38,1,29.48,0,15.14,0,0,4144,1371,19,1014,0,1740,8288,332
2018,6,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",2432,484,122.46,26,179.8,0,155.74,14,4,34537,9488,2026,7993,0,15030,69074,1446
2018,6,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5372,1091,259.37,51.83,422.16,0,357.63,13,13,71461,18963,6002,16136,0,30360,142922,3164.01
2018,6,UA,United Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",29,6,3.71,0,1.36,0,0.93,0,2,290,152,0,71,0,67,580,15
2018,6,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",101,34,10.56,0,9.83,0,13.6,1,0,2226,551,0,392,0,1283,4452,32.01
2018,6,UA,United Air Lines Inc.,ITO,"Hilo, HI: Hilo International",30,2,1,0,0,0,1,0,0,155,76,0,0,0,79,310,26
2018,6,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",115,34,9.5,0.17,8.78,0,15.56,2,0,3484,459,15,303,0,2707,6968,44.99
2018,6,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",42,10,2.16,0.52,1.95,0,5.36,0,1,543,101,11,52,0,379,1086,21.01
2018,6,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",180,14,3.02,1,3.77,0,6.21,1,0,658,140,39,145,0,334,1316,151
2018,6,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1160,259,54.91,10.87,70.59,0,122.62,4,1,17984,4160,954,3605,0,9265,35968,637.01
2018,6,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2690,470,113.86,34.17,164.86,0.12,156.98,8,2,33606,9924,2976,6350,10,14346,67212,1740.01
2018,6,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",787,235,39.14,10.29,131.11,0,54.45,8,4,14908,2402,758,7130,0,4618,29816,305.01
2018,6,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",150,16,4.07,0,5.27,0,6.67,0,0,836,199,0,224,0,413,1672,117.99
2018,6,UA,United Air Lines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",20,9,1.98,1,0.72,0,5.3,0,0,1008,106,529,60,0,313,2016,2
2018,6,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",140,33,4.99,0.93,6.22,0,20.86,1,0,3486,292,97,381,0,2716,6972,73
2018,6,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1087,265,55.58,9.64,109.6,0,90.18,2,10,16924,3860,650,4816,0,7598,33848,545
2018,6,UA,United Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",8,1,0.1,0,0,0,0.9,0,0,40,4,0,0,0,36,80,6
2018,6,UA,United Air Lines Inc.,MEM,"Memphis, TN: Memphis International",72,20,3.78,0.11,1.74,0,14.36,1,0,1464,169,11,92,0,1192,2928,31.01
2018,6,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",51,14,4.76,1.75,1.55,0,5.94,0,0,808,93,101,41,0,573,1616,23
2018,6,UA,United Air Lines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",75,17,5.09,0.99,5.13,0,5.79,1,0,1409,345,413,189,0,462,2818,40
2018,6,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",348,86,21.53,3.02,28.71,0,32.73,0,3,5539,1302,167,1436,0,2634,11078,173.01
2018,6,UA,United Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,6,UA,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",133,46,10.53,0.34,13.24,0,21.89,3,1,5004,1296,28,648,0,3032,10008,37
2018,6,UA,United Air Lines Inc.,MSO,"Missoula, MT: Missoula International",50,17,4.52,0.62,6.1,0,5.77,1,0,1154,375,27,178,0,574,2308,14.99
2018,6,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",369,97,23.73,6.71,19.61,0,46.95,2,0,7353,1283,979,1101,0,3990,14706,173
2018,6,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",443,102,24.07,9.69,26.49,0,41.75,1,1,8206,1662,586,1186,0,4772,16412,237
2018,6,UA,United Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",35,1,1,0,0,0,0,0,0,15,15,0,0,0,0,30,33
2018,6,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",289,57,17.48,1,14.8,0,23.72,0,0,6163,1580,27,785,0,3771,12326,175
2018,6,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",45,11,1.21,1.28,2.71,0,5.79,0,2,928,270,87,154,0,417,1856,21.01
2018,6,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",152,52,9.35,4.4,10.77,0,27.48,1,0,3453,701,281,746,0,1725,6906,47
2018,6,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",72,11,0.75,0,3.35,0,6.89,0,0,497,36,0,114,0,347,994,50.01
2018,6,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6913,1939,314.69,66.23,965.11,0.63,592.34,95,45,160776,23581,9147,71171,15,56862,321552,2895
2018,6,UA,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",135,30,8.3,1.84,9.39,0,10.46,2,0,2148,390,178,492,0,1088,4296,73.01
2018,6,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",144,36,11.38,1.06,7.54,0,16.02,0,2,2407,545,57,294,0,1511,4814,70
2018,6,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",696,171,34.62,6.61,56.44,0,73.33,3,0,11268,2287,1003,2264,0,5714,22536,351
2018,6,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",384,118,22.55,4.25,39.54,0,51.67,1,1,7692,1441,197,1977,0,4077,15384,145.99
2018,6,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",570,144,44.39,6.85,33.97,0,58.79,1,0,9237,2669,529,1898,0,4141,18474,281
2018,6,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",249,59,19.19,0.37,17.55,0,21.89,0,0,3718,1153,33,707,0,1825,7436,131
2018,6,UA,United Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",4,1,0,0.04,0,0,0.96,0,0,105,0,4,0,0,101,210,2
2018,6,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",41,12,2.4,0,5.18,0,4.41,0,0,543,168,0,117,0,258,1086,17.01
2018,6,UA,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",103,26,6.46,1.63,3.94,0,13.96,1,1,2295,465,231,217,0,1382,4590,49.01
2018,6,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",373,90,22.7,2.71,28.74,0,35.85,1,0,6977,1794,178,1038,0,3967,13954,192
2018,6,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",73,26,4.76,0.14,11.22,0,9.88,0,0,1610,327,29,484,0,770,3220,21
2018,6,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",144,47,12.28,0.88,12.18,0,21.66,0,0,3445,850,87,546,0,1962,6890,50
2018,6,UA,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",139,51,16.17,1.95,8.19,0,24.7,1,0,3858,956,117,509,0,2276,7716,35.99
2018,6,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",168,41,5.87,1.11,16.49,0,17.53,0,1,2824,744,31,581,0,1468,5648,85
2018,6,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",940,193,47.42,9.06,61.47,0,75.05,2,0,11731,2592,762,2831,0,5546,23462,552
2018,6,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",342,77,16.89,3.2,17.5,0,39.4,5,0,6335,1479,395,858,0,3603,12670,183.01
2018,6,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",109,26,4.7,0.79,6.82,0,13.68,1,0,1657,169,49,320,0,1119,3314,56.01
2018,6,UA,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",6,2,0,0,0.88,0,1.13,0,0,73,0,0,49,0,24,146,1.99
2018,6,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",936,249,58.55,10.74,97.71,0,82,2,0,17180,4629,844,4287,0,7420,34360,436
2018,6,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",5444,1327,285.77,38.48,545.98,0,456.77,16,4,93132,20145,4109,27019,0,41859,186264,2770
2018,6,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",171,45,11.22,1.25,17.52,0,15,2,0,2584,664,142,729,0,1049,5168,79.01
2018,6,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",174,41,14.69,3.89,15,0,7.42,0,0,3026,1456,271,665,0,634,6052,92
2018,6,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",167,48,15.43,0.11,12.34,0,20.12,1,0,3598,1127,24,716,0,1731,7196,70
2018,6,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",297,81,21.39,4.84,19.73,0,35.05,0,0,6012,1098,562,916,0,3436,12024,134.99
2018,6,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",568,113,36.52,6.42,30.79,0,39.28,3,3,5466,1589,337,1081,0,2459,10932,335.99
2018,6,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",30,5,3.34,0,0.75,0,0.91,0,0,158,90,0,18,0,50,316,20
2018,6,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",13,1,0,0,0.08,0,0.92,0,0,48,0,0,4,0,44,96,11
2018,6,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",93,22,8.93,0.1,2.71,0,10.26,0,0,3010,1174,10,136,0,1690,6020,49
2018,6,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",26,1,0,0,1,0,0,0,0,21,0,0,21,0,0,42,24
2018,6,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",603,141,32.01,7.99,52.11,0,48.88,0,3,8627,1689,627,2406,0,3905,17254,318.01
2018,6,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",25,10,3.36,0.35,3.44,0,2.85,0,0,752,180,19,196,0,357,1504,5
2018,6,UA,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",28,4,0.53,0,1.05,0,2.42,0,0,410,35,0,82,0,293,820,20
2018,6,UA,United Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",4,2,0,0.14,1,0,0.86,0,0,125,0,10,56,0,59,250,-1.11022E-16
2018,6,UA,United Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",22,6,1.15,0.63,1.37,0,2.85,0,0,479,45,47,44,0,343,958,10
2018,6,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1004,192,69.91,3.21,27.71,0,91.16,3,2,9234,3044,264,1117,0,4809,18468,615.01
2018,6,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",360,88,33.09,2.56,9.33,1.23,41.79,4,0,4111,1176,199,434,124,2178,8222,180
2018,6,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",144,39,12.36,0.98,3.99,0,21.67,1,0,1731,470,45,169,0,1047,3462,65
2018,6,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3488,824,214.15,36.91,268.43,3.89,300.61,28,24,52626,12100,3472,17580,234,19240,105252,1788.01
2018,6,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2019,406,150.07,10.85,52.72,0,192.36,8,4,21174,7370,788,2212,0,10804,42348,1195
2018,6,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",517,142,42.09,3.66,23.84,0,72.41,5,2,9289,2180,439,1313,0,5357,18578,226
2018,6,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",354,103,42.37,3.71,16.04,0,40.88,2,3,5767,2364,240,825,0,2338,11534,143
2018,6,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3041,606,182.33,25,78.84,2.62,317.21,13,5,33721,10010,1832,3649,153,18077,67442,1811
2018,6,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",389,66,27.44,1.31,3.44,0,33.81,0,1,3129,855,148,147,0,1979,6258,256
2018,6,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",1129,265,87.44,10.93,54.31,1.93,110.39,13,1,15966,5288,577,2420,41,7640,31932,585
2018,6,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",494,129,51.74,2.36,16.03,1,57.88,8,0,7303,2557,328,773,76,3569,14606,227.99
2018,6,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1565,256,86.04,0,24.43,1,144.53,28,1,12101,4366,0,1007,27,6701,24202,1024
2018,6,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",6375,1162,307.85,42.82,249.41,1.19,560.73,175,29,66966,16962,3409,12145,55,34395,133932,3847
2018,6,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",319,67,31.29,1.41,13.6,0,20.7,5,0,2865,1274,262,436,0,893,5730,180
2018,6,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",616,148,49.2,2.63,19.09,0,77.08,7,0,8474,2332,162,897,0,5083,16948,313
2018,6,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",253,94,44.41,0,24.03,0,25.56,4,0,4520,1880,0,1131,0,1509,9040,61
2018,6,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",1060,288,97.21,8.92,35.2,1,145.68,8,2,17066,5162,696,1808,70,9330,34132,473.99
2018,6,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",111,33,7.29,0,1.58,0,24.13,1,0,1520,292,0,92,0,1136,3040,44
2018,6,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",231,57,30.21,1.9,6.76,0,18.14,9,0,3402,1339,183,574,0,1306,6804,107.99
2018,6,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5272,1081,324.11,34.84,173.2,4.86,543.99,49,21,58157,16152,2606,8839,100,30460,116314,3040
2018,6,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1245,349,114.89,11.2,78.97,0.12,143.83,24,9,21920,6160,1002,5206,10,9542,43840,513.99
2018,6,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",6014,1226,335.68,32.91,328.37,2.43,526.61,41,51,65516,16993,2714,15204,84,30521,131032,3470
2018,6,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",85,22,9.5,0,2.26,0,10.23,0,0,963,304,0,83,0,576,1926,41.01
2018,6,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",593,147,62.64,3.19,14.65,0,66.52,2,0,8028,2636,217,678,0,4497,16056,297
2018,6,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",239,59,20.67,1.74,5.57,1,30.01,1,0,3057,981,95,297,28,1656,6114,120.01
2018,6,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",601,131,47.73,0.64,3.51,0,79.12,1,0,6155,1801,41,172,0,4141,12310,338
2018,6,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",561,224,63.51,7.79,95.56,0,57.13,8,1,15224,4610,479,5386,0,4749,30448,104.01
2018,6,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2079,403,138.93,15.51,70.37,2.84,175.34,17,6,23043,7412,850,2904,148,11729,46086,1250.01
2018,6,WN,Southwest Airlines Co.,FNT,"Flint, MI: Bishop International",16,3,2.51,0,0,0,0.49,0,0,114,99,0,0,0,15,228,10
2018,6,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",353,72,32.69,0.43,6.32,0,32.56,0,0,3054,1340,27,177,0,1510,6108,209
2018,6,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",144,53,27.86,1,7.43,0,16.71,2,0,2539,1075,111,545,0,808,5078,36
2018,6,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",85,38,9.15,0,5.89,0,22.96,1,0,2083,447,0,211,0,1425,4166,8
2018,6,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",4523,975,277.92,22.5,212.59,1,460.99,46,18,46766,12736,1303,8149,27,24551,93532,2509
2018,6,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",167,37,8.84,0.78,3.74,0,23.64,2,0,1510,326,73,161,0,950,3020,91
2018,6,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",199,46,12.25,2.21,12.41,1,18.14,0,0,3002,746,194,796,81,1185,6004,106.99
2018,6,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",118,28,11.59,0.32,1.64,0,14.44,1,0,1087,316,11,69,0,691,2174,61.01
2018,6,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",1090,235,74.82,11.5,39.66,0.58,108.44,9,0,14871,4530,952,2225,14,7150,29742,611
2018,6,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",364,81,30.4,5.85,7.63,0,37.13,6,0,4903,1999,327,327,0,2250,9806,195.99
2018,6,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",486,132,39.41,5.21,24.79,0,62.59,2,3,7442,2275,314,1233,0,3620,14884,217
2018,6,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6294,1059,306.43,11.25,161,4.86,575.45,38,1,54008,16300,639,5713,278,31078,108016,4137.01
2018,6,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3565,695,212.49,10.26,146.35,3.49,322.41,57,3,34903,10319,963,4623,110,18888,69806,2115
2018,6,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",205,39,15.47,0.01,3.82,0,19.7,0,0,2328,917,3,211,0,1197,4656,127
2018,6,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",929,290,86.3,10.29,119.22,1,73.19,10,2,16290,5591,1064,5825,23,3787,32580,337
2018,6,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",198,40,10.4,0,1.9,0,27.7,0,0,2031,626,0,60,0,1345,4062,118
2018,6,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",200,60,32.33,0.73,2.44,0,24.49,0,1,2587,1197,55,74,0,1261,5174,79.01
2018,6,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",254,60,30.59,1.03,4.63,0,23.75,0,1,2651,1143,38,162,0,1308,5302,133
2018,6,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",2270,431,155.51,18.83,56.63,1,199.02,17,10,25270,8566,1510,2649,30,12515,50540,1381.01
2018,6,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3732,846,254.56,24.99,231.07,6.05,329.33,30,25,51034,15438,1649,10197,220,23530,102068,1985
2018,6,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",7349,1550,402.95,41.46,371.96,7.9,725.73,189,28,82346,19750,2763,15963,575,43295,164692,4032
2018,6,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",276,81,36.27,5,7.61,0.65,31.46,0,0,3928,1537,312,464,17,1598,7856,114.01
2018,6,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",353,81,29.74,1.34,3.49,2,44.43,9,0,4214,1695,97,151,127,2144,8428,182
2018,6,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",1055,225,70.58,6.22,36.44,0,111.75,1,6,14087,3803,376,1455,0,8453,28174,598.01
2018,6,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",692,165,59.97,6.18,35.26,1.24,62.35,6,0,8184,2442,402,1572,90,3678,16368,356
2018,6,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1690,363,126.64,7.56,44.72,2.02,182.06,12,9,20888,6756,453,2049,83,11547,41776,943
2018,6,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3360,564,174.2,8.73,46.58,0.67,333.83,53,1,27561,8006,751,1542,10,17252,55122,2177.99
